,Name,Age,Nationality,Overall,Potential,Club,Preferred Position,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
566,G. Malcore,23,Italy,61,66,Carpi,ST,56.0,36.0,39.0,58.0,51.0,56.0,38.0,36.0,51.0,39.0,58.0,55.0,60.0,56.0,40.0,56.0,38.0,36.0,51.0,39.0,58.0,55.0,60.0,56.0,40.0,60.0
567,D. Srbeny,23,Germany,61,66,SC Paderborn 07,ST,55.0,42.0,43.0,57.0,50.0,55.0,41.0,42.0,50.0,43.0,57.0,54.0,60.0,55.0,43.0,55.0,41.0,42.0,50.0,43.0,57.0,54.0,60.0,55.0,43.0,60.0
568,A. Plumain,22,France,61,73,US Quevilly-Rouen,ST,57.0,36.0,40.0,59.0,49.0,57.0,43.0,36.0,49.0,40.0,59.0,60.0,59.0,61.0,46.0,57.0,43.0,36.0,49.0,40.0,59.0,60.0,59.0,61.0,46.0,59.0
569,D. Redmond,20,England,61,73,Scunthorpe United,ST,62.0,50.0,54.0,61.0,60.0,62.0,53.0,50.0,60.0,54.0,61.0,62.0,60.0,61.0,54.0,62.0,53.0,50.0,60.0,54.0,61.0,62.0,60.0,61.0,54.0,60.0
570,R. Siemaszko,30,Poland,61,61,Arka Gdynia,ST,57.0,51.0,50.0,59.0,55.0,57.0,48.0,51.0,55.0,50.0,59.0,54.0,60.0,56.0,48.0,57.0,48.0,51.0,55.0,50.0,59.0,54.0,60.0,56.0,48.0,60.0
571,T. Heintz,18,Norway,61,73,Sarpsborg 08 FF,ST,59.0,42.0,45.0,60.0,54.0,59.0,48.0,42.0,54.0,45.0,60.0,60.0,58.0,61.0,51.0,59.0,48.0,42.0,54.0,45.0,60.0,60.0,58.0,61.0,51.0,58.0
572,H. Johansen,24,Norway,61,64,Vålerenga Fotball,ST,53.0,48.0,46.0,56.0,49.0,53.0,44.0,48.0,49.0,46.0,56.0,52.0,60.0,53.0,44.0,53.0,44.0,48.0,49.0,46.0,56.0,52.0,60.0,53.0,44.0,60.0
573,M. Palacios,24,Colombia,61,66,Alianza Petrolera,ST,58.0,52.0,53.0,60.0,57.0,58.0,56.0,52.0,57.0,53.0,60.0,61.0,60.0,59.0,56.0,58.0,56.0,52.0,57.0,53.0,60.0,61.0,60.0,59.0,56.0,60.0
574,M. Lovera,18,Argentina,61,76,Rosario Central,ST,59.0,39.0,43.0,60.0,53.0,59.0,44.0,39.0,53.0,43.0,60.0,60.0,60.0,61.0,46.0,59.0,44.0,39.0,53.0,43.0,60.0,60.0,60.0,61.0,46.0,60.0
575,P. Hamel,23,France,61,69,FC Lorient,ST,55.0,34.0,36.0,57.0,49.0,55.0,38.0,34.0,49.0,36.0,57.0,53.0,60.0,55.0,39.0,55.0,38.0,34.0,49.0,36.0,57.0,53.0,60.0,55.0,39.0,60.0
576,Carlos Daniel,22,Portugal,61,69,CS Marítimo,ST,57.0,36.0,39.0,58.0,51.0,57.0,39.0,36.0,51.0,39.0,58.0,55.0,60.0,56.0,40.0,57.0,39.0,36.0,51.0,39.0,58.0,55.0,60.0,56.0,40.0,60.0
577,P. Garita,22,Cameroon,61,70,Bristol City,ST,55.0,46.0,46.0,57.0,51.0,55.0,46.0,46.0,51.0,46.0,57.0,57.0,60.0,57.0,48.0,55.0,46.0,46.0,51.0,46.0,57.0,57.0,60.0,57.0,48.0,60.0
578,Y. Çoban,20,Germany,61,73,Alanyaspor,ST,54.0,41.0,40.0,57.0,49.0,54.0,38.0,41.0,49.0,40.0,57.0,52.0,60.0,53.0,39.0,54.0,38.0,41.0,49.0,40.0,57.0,52.0,60.0,53.0,39.0,60.0
579,H. Wright,19,United States,61,77,SV Sandhausen,ST,57.0,36.0,38.0,58.0,50.0,57.0,39.0,36.0,50.0,38.0,58.0,55.0,60.0,57.0,41.0,57.0,39.0,36.0,50.0,38.0,58.0,55.0,60.0,57.0,41.0,60.0
580,Dani Iglesias,21,Spain,61,71,Deportivo Alavés,ST,61.0,33.0,39.0,62.0,54.0,61.0,38.0,33.0,54.0,39.0,62.0,58.0,60.0,61.0,41.0,61.0,38.0,33.0,54.0,39.0,62.0,58.0,60.0,61.0,41.0,60.0
581,L. Amarilla,21,Paraguay,61,70,Vélez Sarsfield,ST,56.0,36.0,38.0,58.0,49.0,56.0,38.0,36.0,49.0,38.0,58.0,54.0,60.0,56.0,40.0,56.0,38.0,36.0,49.0,38.0,58.0,54.0,60.0,56.0,40.0,60.0
582,T. Sandoval,18,Argentina,61,79,Colon de Santa Fe,ST,53.0,37.0,39.0,57.0,48.0,53.0,39.0,37.0,48.0,39.0,57.0,54.0,60.0,54.0,41.0,53.0,39.0,37.0,48.0,39.0,57.0,54.0,60.0,54.0,41.0,60.0
583,S. Nimely,18,Liberia,61,75,Spartak Moscow,ST,60.0,47.0,50.0,61.0,55.0,60.0,50.0,47.0,55.0,50.0,61.0,59.0,60.0,60.0,51.0,60.0,50.0,47.0,55.0,50.0,61.0,59.0,60.0,60.0,51.0,60.0
584,M. Cullen,25,England,61,65,Blackpool,ST,58.0,46.0,46.0,59.0,53.0,58.0,47.0,46.0,53.0,46.0,59.0,58.0,60.0,59.0,48.0,58.0,47.0,46.0,53.0,46.0,59.0,58.0,60.0,59.0,48.0,60.0
585,R. Espejord,21,Norway,61,67,Tromsø IL,ST,54.0,36.0,37.0,57.0,47.0,54.0,37.0,36.0,47.0,37.0,57.0,54.0,60.0,55.0,39.0,54.0,37.0,36.0,47.0,37.0,57.0,54.0,60.0,55.0,39.0,60.0
586,A. Smith,36,England,61,61,Notts County,ST,59.0,61.0,60.0,58.0,60.0,59.0,56.0,61.0,60.0,60.0,58.0,56.0,57.0,57.0,56.0,59.0,56.0,61.0,60.0,60.0,58.0,56.0,57.0,57.0,56.0,57.0
587,Juan Delgado,23,Spain,61,68,Levante UD,ST,57.0,35.0,38.0,59.0,50.0,57.0,38.0,35.0,50.0,38.0,59.0,55.0,60.0,58.0,40.0,57.0,38.0,35.0,50.0,38.0,59.0,55.0,60.0,58.0,40.0,60.0
588,A. Onaiwu,21,Japan,61,68,Urawa Red Diamonds,ST,54.0,42.0,41.0,57.0,48.0,54.0,43.0,42.0,48.0,41.0,57.0,55.0,60.0,56.0,44.0,54.0,43.0,42.0,48.0,41.0,57.0,55.0,60.0,56.0,44.0,60.0
589,A. Fisher,27,England,61,62,Motherwell,ST,55.0,37.0,37.0,58.0,48.0,55.0,40.0,37.0,48.0,37.0,58.0,56.0,60.0,57.0,42.0,55.0,40.0,37.0,48.0,37.0,58.0,56.0,60.0,57.0,42.0,60.0
590,Tamayo,22,Spain,61,65,Getafe CF,ST,58.0,34.0,37.0,59.0,50.0,58.0,38.0,34.0,50.0,37.0,59.0,56.0,60.0,58.0,40.0,58.0,38.0,34.0,50.0,37.0,59.0,56.0,60.0,58.0,40.0,60.0
591,J. Fierro,29,Bolivia,61,61,,ST,51.0,41.0,39.0,55.0,46.0,51.0,40.0,41.0,46.0,39.0,55.0,50.0,60.0,51.0,40.0,51.0,40.0,41.0,46.0,39.0,55.0,50.0,60.0,51.0,40.0,60.0
592,M. Abu Shararah,26,Saudi Arabia,61,64,Al Qadisiyah,ST,56.0,36.0,38.0,58.0,49.0,56.0,37.0,36.0,49.0,38.0,58.0,56.0,60.0,57.0,40.0,56.0,37.0,36.0,49.0,38.0,58.0,56.0,60.0,57.0,40.0,60.0
593,M. Storey,23,England,61,65,Partick Thistle F.C.,ST,56.0,42.0,42.0,59.0,50.0,56.0,46.0,42.0,50.0,42.0,59.0,58.0,60.0,59.0,47.0,56.0,46.0,42.0,50.0,42.0,59.0,58.0,60.0,59.0,47.0,60.0
594,M. Al Saiari,24,Saudi Arabia,61,65,Ettifaq FC,ST,57.0,48.0,49.0,58.0,54.0,57.0,48.0,48.0,54.0,49.0,58.0,58.0,60.0,57.0,49.0,57.0,48.0,48.0,54.0,49.0,58.0,58.0,60.0,57.0,49.0,60.0
595,J. Thompson,28,England,61,61,Rochdale,ST,57.0,36.0,43.0,56.0,52.0,57.0,44.0,36.0,52.0,43.0,56.0,60.0,53.0,60.0,47.0,57.0,44.0,36.0,52.0,43.0,56.0,60.0,53.0,60.0,47.0,53.0
596,Roberto Núñez,21,Spain,61,69,Royal Antwerp FC,ST,59.0,38.0,41.0,60.0,53.0,59.0,41.0,38.0,53.0,41.0,60.0,55.0,60.0,57.0,42.0,59.0,41.0,38.0,53.0,41.0,60.0,55.0,60.0,57.0,42.0,60.0
597,F. Barceló,24,Uruguay,61,67,San Martín de San Juan,ST,54.0,35.0,35.0,57.0,46.0,54.0,39.0,35.0,46.0,35.0,57.0,54.0,60.0,57.0,40.0,54.0,39.0,35.0,46.0,35.0,57.0,54.0,60.0,57.0,40.0,60.0
598,G. Martin,26,England,61,62,Sporting Lokeren,ST,59.0,40.0,42.0,60.0,53.0,59.0,39.0,40.0,53.0,42.0,60.0,55.0,60.0,57.0,41.0,59.0,39.0,40.0,53.0,42.0,60.0,55.0,60.0,57.0,41.0,60.0
599,J. Ngoy,19,Belgium,61,74,Stoke City,ST,57.0,37.0,39.0,59.0,50.0,57.0,42.0,37.0,50.0,39.0,59.0,58.0,60.0,59.0,43.0,57.0,42.0,37.0,50.0,39.0,59.0,58.0,60.0,59.0,43.0,60.0
600,Toni Martínez,20,Spain,62,76,West Ham United,ST,58.0,36.0,39.0,60.0,51.0,58.0,40.0,36.0,51.0,39.0,60.0,57.0,61.0,59.0,42.0,58.0,40.0,36.0,51.0,39.0,60.0,57.0,61.0,59.0,42.0,61.0
601,M. Gómez,20,Colombia,62,79,Envigado FC,ST,56.0,35.0,38.0,59.0,49.0,56.0,39.0,35.0,49.0,38.0,59.0,56.0,61.0,57.0,41.0,56.0,39.0,35.0,49.0,38.0,59.0,56.0,61.0,57.0,41.0,61.0
602,F. Wagner,19,Germany,62,72,FSV Zwickau,ST,61.0,56.0,59.0,61.0,61.0,61.0,57.0,56.0,61.0,59.0,61.0,59.0,60.0,59.0,57.0,61.0,57.0,56.0,61.0,59.0,61.0,59.0,60.0,59.0,57.0,60.0
603,T. Väyrynen,24,Finland,62,68,Hansa Rostock,ST,54.0,43.0,43.0,57.0,50.0,54.0,40.0,43.0,50.0,43.0,57.0,51.0,61.0,53.0,41.0,54.0,40.0,43.0,50.0,43.0,57.0,51.0,61.0,53.0,41.0,61.0
604,C. Djim,22,Belgium,62,69,Roda JC Kerkrade,ST,62.0,38.0,42.0,63.0,54.0,62.0,46.0,38.0,54.0,42.0,63.0,62.0,61.0,64.0,49.0,62.0,46.0,38.0,54.0,42.0,63.0,62.0,61.0,64.0,49.0,61.0
605,H. Barry,24,Guinea,62,65,Orlando City Soccer Club,ST,60.0,40.0,41.0,61.0,51.0,60.0,46.0,40.0,51.0,41.0,61.0,61.0,59.0,62.0,48.0,60.0,46.0,40.0,51.0,41.0,61.0,61.0,59.0,62.0,48.0,59.0
606,L. Doumbouya,26,Guinea,62,64,SKN St. Pölten,ST,52.0,41.0,39.0,56.0,46.0,52.0,37.0,41.0,46.0,39.0,56.0,51.0,61.0,53.0,38.0,52.0,37.0,41.0,46.0,39.0,56.0,51.0,61.0,53.0,38.0,61.0
607,F. Ladapo,24,Nigeria,62,66,Crystal Palace,ST,55.0,37.0,38.0,58.0,48.0,55.0,39.0,37.0,48.0,38.0,58.0,56.0,61.0,57.0,41.0,55.0,39.0,37.0,48.0,38.0,58.0,56.0,61.0,57.0,41.0,61.0
608,L. Kryger,34,Denmark,62,62,AC Horsens,ST,60.0,50.0,52.0,61.0,58.0,60.0,50.0,50.0,58.0,52.0,61.0,61.0,63.0,61.0,52.0,60.0,50.0,50.0,58.0,52.0,61.0,61.0,63.0,61.0,52.0,63.0
609,M. Piątkowski,32,Poland,62,62,Wisła Płock,ST,56.0,35.0,38.0,58.0,50.0,56.0,38.0,35.0,50.0,38.0,58.0,55.0,61.0,57.0,40.0,56.0,38.0,35.0,50.0,38.0,58.0,55.0,61.0,57.0,40.0,61.0
610,J. Villalba,18,Paraguay,62,78,Borussia Mönchengladbach,ST,63.0,34.0,41.0,63.0,56.0,63.0,40.0,34.0,56.0,41.0,63.0,60.0,61.0,61.0,43.0,63.0,40.0,34.0,56.0,41.0,63.0,60.0,61.0,61.0,43.0,61.0
611,S. Ibrahim,20,Nigeria,62,71,FK Haugesund,ST,56.0,38.0,39.0,59.0,48.0,56.0,40.0,38.0,48.0,39.0,59.0,57.0,61.0,58.0,42.0,56.0,40.0,38.0,48.0,39.0,59.0,57.0,61.0,58.0,42.0,61.0
612,S. Jovanović,25,Serbia,62,65,Córdoba CF,ST,59.0,39.0,45.0,59.0,55.0,59.0,47.0,39.0,55.0,45.0,59.0,61.0,58.0,61.0,50.0,59.0,47.0,39.0,55.0,45.0,59.0,61.0,58.0,61.0,50.0,58.0
613,T. Eaves,25,England,62,66,Gillingham,ST,52.0,46.0,44.0,56.0,49.0,52.0,42.0,46.0,49.0,44.0,56.0,51.0,61.0,52.0,42.0,52.0,42.0,46.0,49.0,44.0,56.0,51.0,61.0,52.0,42.0,61.0
614,Erik Expósito,21,Spain,62,74,UD Las Palmas,ST,57.0,40.0,42.0,59.0,51.0,57.0,42.0,40.0,51.0,42.0,59.0,56.0,61.0,57.0,43.0,57.0,42.0,40.0,51.0,42.0,59.0,56.0,61.0,57.0,43.0,61.0
615,J. Mlakar,18,Slovenia,62,78,F.B.C. Unione Venezia,ST,58.0,37.0,40.0,60.0,52.0,58.0,40.0,37.0,52.0,40.0,60.0,56.0,61.0,58.0,41.0,58.0,40.0,37.0,52.0,40.0,60.0,56.0,61.0,58.0,41.0,61.0
616,G. Hirst,18,England,62,81,Sheffield Wednesday,ST,53.0,40.0,38.0,57.0,45.0,53.0,40.0,40.0,45.0,38.0,57.0,52.0,61.0,54.0,40.0,53.0,40.0,40.0,45.0,38.0,57.0,52.0,61.0,54.0,40.0,61.0
617,Moha,22,Spain,62,72,Cádiz C.F.,ST,54.0,40.0,39.0,58.0,47.0,54.0,40.0,40.0,47.0,39.0,58.0,56.0,61.0,57.0,41.0,54.0,40.0,40.0,47.0,39.0,58.0,56.0,61.0,57.0,41.0,61.0
618,J. Báez,22,Uruguay,62,74,Pescara,ST,61.0,34.0,37.0,63.0,52.0,61.0,38.0,34.0,52.0,37.0,63.0,59.0,63.0,62.0,40.0,61.0,38.0,34.0,52.0,37.0,63.0,59.0,63.0,62.0,40.0,63.0
619,R. Contreras,21,Argentina,62,74,Arsenal de Sarandí,ST,58.0,41.0,44.0,60.0,53.0,58.0,43.0,41.0,53.0,44.0,60.0,57.0,61.0,59.0,45.0,58.0,43.0,41.0,53.0,44.0,60.0,57.0,61.0,59.0,45.0,61.0
620,D. Holman,27,England,62,62,Cheltenham Town,ST,57.0,39.0,41.0,59.0,50.0,57.0,43.0,39.0,50.0,41.0,59.0,57.0,61.0,59.0,45.0,57.0,43.0,39.0,50.0,41.0,59.0,57.0,61.0,59.0,45.0,61.0
621,M. Nzola,20,France,62,71,Carpi,ST,56.0,34.0,37.0,59.0,49.0,56.0,38.0,34.0,49.0,37.0,59.0,55.0,61.0,56.0,40.0,56.0,38.0,34.0,49.0,37.0,59.0,55.0,61.0,56.0,40.0,61.0
622,Gerardo Jiménez,29,Spain,62,62,Envigado FC,ST,55.0,35.0,37.0,57.0,49.0,55.0,35.0,35.0,49.0,37.0,57.0,52.0,61.0,53.0,37.0,55.0,35.0,35.0,49.0,37.0,57.0,52.0,61.0,53.0,37.0,61.0
623,Bae Cheon Seok,27,Korea Republic,62,62,Jeonnam Dragons,ST,55.0,41.0,40.0,58.0,49.0,55.0,40.0,41.0,49.0,40.0,58.0,53.0,61.0,55.0,41.0,55.0,40.0,41.0,49.0,40.0,58.0,53.0,61.0,55.0,41.0,61.0
624,R. Healey,22,Wales,62,71,Cardiff City,ST,56.0,33.0,35.0,59.0,47.0,56.0,38.0,33.0,47.0,35.0,59.0,56.0,61.0,58.0,40.0,56.0,38.0,33.0,47.0,35.0,59.0,56.0,61.0,58.0,40.0,61.0
625,A. Nabi,23,England,62,68,Peterborough United,ST,62.0,41.0,46.0,62.0,56.0,62.0,43.0,41.0,56.0,46.0,62.0,61.0,61.0,62.0,46.0,62.0,43.0,41.0,56.0,46.0,62.0,61.0,61.0,62.0,46.0,61.0
626,B. Rubio,20,Mexico,62,70,Tigres U.A.N.L.,ST,56.0,40.0,39.0,59.0,48.0,56.0,39.0,40.0,48.0,39.0,59.0,54.0,61.0,57.0,40.0,56.0,39.0,40.0,48.0,39.0,59.0,54.0,61.0,57.0,40.0,61.0
627,A. Tveter,26,Norway,62,63,Halmstads BK,ST,59.0,46.0,49.0,59.0,56.0,59.0,45.0,46.0,56.0,49.0,59.0,58.0,61.0,59.0,47.0,59.0,45.0,46.0,56.0,49.0,59.0,58.0,61.0,59.0,47.0,61.0
628,D. Orgill,27,Jamaica,62,63,Wolfsberger AC,ST,56.0,34.0,36.0,59.0,48.0,56.0,38.0,34.0,48.0,36.0,59.0,54.0,61.0,56.0,39.0,56.0,38.0,34.0,48.0,36.0,59.0,54.0,61.0,56.0,39.0,61.0
629,J. Spencer,25,England,62,65,Mansfield Town,ST,57.0,42.0,45.0,59.0,53.0,57.0,44.0,42.0,53.0,45.0,59.0,58.0,61.0,58.0,46.0,57.0,44.0,42.0,53.0,45.0,59.0,58.0,61.0,58.0,46.0,61.0
630,C. Ngu'Ewodo,21,Germany,62,70,Hansa Rostock,ST,55.0,39.0,39.0,58.0,47.0,55.0,41.0,39.0,47.0,39.0,58.0,55.0,61.0,58.0,43.0,55.0,41.0,39.0,47.0,39.0,58.0,55.0,61.0,58.0,43.0,61.0
631,S. Vuk,27,Slovenia,62,62,Tromsø IL,ST,56.0,33.0,35.0,59.0,47.0,56.0,35.0,33.0,47.0,35.0,59.0,54.0,61.0,56.0,37.0,56.0,35.0,33.0,47.0,35.0,59.0,54.0,61.0,56.0,37.0,61.0
632,A. Kawamoto,27,Japan,62,62,Ventforet Kofu,ST,62.0,48.0,52.0,62.0,59.0,62.0,51.0,48.0,59.0,52.0,62.0,62.0,61.0,62.0,53.0,62.0,51.0,48.0,59.0,52.0,62.0,62.0,61.0,62.0,53.0,61.0
633,M. Dembélé,20,France,62,77,AS Nancy Lorraine,ST,55.0,35.0,36.0,58.0,47.0,55.0,39.0,35.0,47.0,36.0,58.0,55.0,61.0,57.0,40.0,55.0,39.0,35.0,47.0,36.0,58.0,55.0,61.0,57.0,40.0,61.0
634,D. Faupala,20,France,62,74,Manchester City,ST,57.0,36.0,37.0,59.0,49.0,57.0,38.0,36.0,49.0,37.0,59.0,55.0,61.0,58.0,40.0,57.0,38.0,36.0,49.0,37.0,59.0,55.0,61.0,58.0,40.0,61.0
635,F. Mussa,21,Tanzania,62,73,CD Tenerife,ST,59.0,42.0,45.0,61.0,53.0,59.0,48.0,42.0,53.0,45.0,61.0,62.0,60.0,62.0,50.0,59.0,48.0,42.0,53.0,45.0,61.0,62.0,60.0,62.0,50.0,60.0
636,P. Hellquist,26,Sweden,62,65,Kalmar FF,ST,61.0,55.0,59.0,61.0,61.0,61.0,60.0,55.0,61.0,59.0,61.0,62.0,61.0,61.0,61.0,61.0,60.0,55.0,61.0,59.0,61.0,62.0,61.0,61.0,61.0,61.0
637,N. Hunt,34,Republic of Ireland,62,62,Wigan Athletic,ST,57.0,50.0,48.0,59.0,52.0,57.0,51.0,50.0,52.0,48.0,59.0,57.0,61.0,58.0,52.0,57.0,51.0,50.0,52.0,48.0,59.0,57.0,61.0,58.0,52.0,61.0
638,J. Stead,34,England,62,62,Notts County,ST,60.0,42.0,46.0,60.0,57.0,60.0,43.0,42.0,57.0,46.0,60.0,58.0,61.0,58.0,45.0,60.0,43.0,42.0,57.0,46.0,60.0,58.0,61.0,58.0,45.0,61.0
639,D. Caddy,22,France,62,72,US Quevilly-Rouen,ST,58.0,40.0,42.0,59.0,51.0,58.0,40.0,40.0,51.0,42.0,59.0,56.0,61.0,58.0,41.0,58.0,40.0,40.0,51.0,42.0,59.0,56.0,61.0,58.0,41.0,61.0
640,D. Opazo,20,Argentina,62,72,Newell's Old Boys,ST,59.0,34.0,39.0,60.0,53.0,59.0,38.0,34.0,53.0,39.0,60.0,58.0,61.0,59.0,41.0,59.0,38.0,34.0,53.0,39.0,60.0,58.0,61.0,59.0,41.0,61.0
641,S. Odelusi,24,England,62,66,Colchester United,ST,59.0,38.0,41.0,60.0,52.0,59.0,43.0,38.0,52.0,41.0,60.0,61.0,60.0,61.0,46.0,59.0,43.0,38.0,52.0,41.0,60.0,61.0,60.0,61.0,46.0,60.0
642,Steven Prieto,19,Spain,62,72,Real Oviedo,ST,55.0,40.0,40.0,58.0,49.0,55.0,39.0,40.0,49.0,40.0,58.0,54.0,61.0,56.0,41.0,55.0,39.0,40.0,49.0,40.0,58.0,54.0,61.0,56.0,41.0,61.0
643,M. Heider,31,Germany,62,62,VfL Osnabrück,ST,59.0,45.0,48.0,61.0,56.0,59.0,48.0,45.0,56.0,48.0,61.0,61.0,63.0,60.0,50.0,59.0,48.0,45.0,56.0,48.0,61.0,61.0,63.0,60.0,50.0,63.0
644,A. Pinamonti,18,Italy,62,80,Inter,ST,57.0,36.0,37.0,60.0,50.0,57.0,37.0,36.0,50.0,37.0,60.0,55.0,61.0,58.0,39.0,57.0,37.0,36.0,50.0,37.0,60.0,55.0,61.0,58.0,39.0,61.0
645,Arribas,18,Spain,62,70,AD Alcorcón,ST,58.0,40.0,43.0,60.0,53.0,58.0,44.0,40.0,53.0,43.0,60.0,58.0,61.0,60.0,45.0,58.0,44.0,40.0,53.0,43.0,60.0,58.0,61.0,60.0,45.0,61.0
646,C. Porter,33,England,62,62,Crewe Alexandra,ST,57.0,46.0,48.0,58.0,55.0,57.0,45.0,46.0,55.0,48.0,58.0,55.0,61.0,56.0,46.0,57.0,45.0,46.0,55.0,48.0,58.0,55.0,61.0,56.0,46.0,61.0
647,J. Marriott,22,England,62,71,Peterborough United,ST,57.0,37.0,39.0,60.0,50.0,57.0,41.0,37.0,50.0,39.0,60.0,57.0,61.0,59.0,43.0,57.0,41.0,37.0,50.0,39.0,60.0,57.0,61.0,59.0,43.0,61.0
648,T. Walker,20,England,62,76,Nottingham Forest,ST,58.0,33.0,36.0,61.0,48.0,58.0,39.0,33.0,48.0,36.0,61.0,56.0,61.0,60.0,41.0,58.0,39.0,33.0,48.0,36.0,61.0,56.0,61.0,60.0,41.0,61.0
649,E. Apeh,20,Nigeria,62,76,Lorca Deportiva CF,ST,58.0,35.0,38.0,60.0,51.0,58.0,41.0,35.0,51.0,38.0,60.0,59.0,61.0,60.0,43.0,58.0,41.0,35.0,51.0,38.0,60.0,59.0,61.0,60.0,43.0,61.0
650,M. Boulahia,20,Algeria,62,75,Atlético Madrid,ST,56.0,34.0,36.0,59.0,49.0,56.0,37.0,34.0,49.0,36.0,59.0,55.0,61.0,57.0,39.0,56.0,37.0,34.0,49.0,36.0,59.0,55.0,61.0,57.0,39.0,61.0
651,W. Louisy-Daniel,31,France,62,62,Bourg en Bresse Péronnas 01,ST,55.0,36.0,35.0,58.0,47.0,55.0,34.0,36.0,47.0,35.0,58.0,53.0,61.0,56.0,36.0,55.0,34.0,36.0,47.0,35.0,58.0,53.0,61.0,56.0,36.0,61.0
652,C. Duffus,21,England,62,72,Oldham Athletic,ST,61.0,40.0,45.0,62.0,55.0,61.0,43.0,40.0,55.0,45.0,62.0,59.0,61.0,60.0,45.0,61.0,43.0,40.0,55.0,45.0,62.0,59.0,61.0,60.0,45.0,61.0
653,S. Blancas,29,Mexico,62,62,Tigres FC,ST,55.0,42.0,42.0,59.0,50.0,55.0,43.0,42.0,50.0,42.0,59.0,54.0,61.0,56.0,43.0,55.0,43.0,42.0,50.0,42.0,59.0,54.0,61.0,56.0,43.0,61.0
654,T. Verheydt,25,Netherlands,62,64,Crawley Town,ST,52.0,44.0,42.0,55.0,48.0,52.0,38.0,44.0,48.0,42.0,55.0,49.0,61.0,51.0,38.0,52.0,38.0,44.0,48.0,42.0,55.0,49.0,61.0,51.0,38.0,61.0
655,E. Soleri,19,Italy,62,77,La Spezia,ST,53.0,35.0,34.0,57.0,45.0,53.0,37.0,35.0,45.0,34.0,57.0,53.0,61.0,56.0,38.0,53.0,37.0,35.0,45.0,34.0,57.0,53.0,61.0,56.0,38.0,61.0
656,J. Quigley,20,Republic of Ireland,62,75,Newport County,ST,55.0,38.0,39.0,57.0,49.0,55.0,39.0,38.0,49.0,39.0,57.0,54.0,61.0,56.0,40.0,55.0,39.0,38.0,49.0,39.0,57.0,54.0,61.0,56.0,40.0,61.0
657,S. Al Shehri,23,Saudi Arabia,62,71,Al Raed,ST,56.0,37.0,37.0,59.0,49.0,56.0,37.0,37.0,49.0,37.0,59.0,56.0,61.0,57.0,39.0,56.0,37.0,37.0,49.0,37.0,59.0,56.0,61.0,57.0,39.0,61.0
658,S. Schimmer,23,Germany,62,69,SpVgg Unterhaching,ST,52.0,37.0,35.0,57.0,44.0,52.0,36.0,37.0,44.0,35.0,57.0,51.0,61.0,54.0,37.0,52.0,36.0,37.0,44.0,35.0,57.0,51.0,61.0,54.0,37.0,61.0
659,A. Polidori,25,Italy,62,66,Vercelli,ST,50.0,38.0,35.0,56.0,43.0,50.0,36.0,38.0,43.0,35.0,56.0,50.0,61.0,53.0,37.0,50.0,36.0,38.0,43.0,35.0,56.0,50.0,61.0,53.0,37.0,61.0
660,M. Pink,26,Austria,62,63,SV Mattersburg,ST,57.0,38.0,42.0,59.0,53.0,57.0,41.0,38.0,53.0,42.0,59.0,57.0,61.0,58.0,44.0,57.0,41.0,38.0,53.0,42.0,59.0,57.0,61.0,58.0,44.0,61.0
661,D. Vente,18,Netherlands,62,78,Feyenoord,ST,57.0,36.0,37.0,59.0,49.0,57.0,39.0,36.0,49.0,37.0,59.0,56.0,61.0,59.0,40.0,57.0,39.0,36.0,49.0,37.0,59.0,56.0,61.0,59.0,40.0,61.0
662,O. Karlsson,20,Iceland,62,73,Molde FK,ST,57.0,38.0,39.0,60.0,50.0,57.0,39.0,38.0,50.0,39.0,60.0,56.0,61.0,57.0,41.0,57.0,39.0,38.0,50.0,39.0,60.0,56.0,61.0,57.0,41.0,61.0
663,M. Simon,31,Australia,62,62,Sydney FC,ST,53.0,56.0,53.0,57.0,52.0,53.0,52.0,56.0,52.0,53.0,57.0,54.0,61.0,55.0,52.0,53.0,52.0,56.0,52.0,53.0,57.0,54.0,61.0,55.0,52.0,61.0
664,P. Magnín,27,Argentina,62,63,San Martín de San Juan,ST,60.0,35.0,39.0,62.0,53.0,60.0,39.0,35.0,53.0,39.0,62.0,58.0,61.0,60.0,41.0,60.0,39.0,35.0,53.0,39.0,62.0,58.0,61.0,60.0,41.0,61.0
665,F. Olsson,32,Sweden,62,62,Jönköpings Södra IF,ST,57.0,42.0,45.0,59.0,53.0,57.0,46.0,42.0,53.0,45.0,59.0,59.0,61.0,59.0,47.0,57.0,46.0,42.0,53.0,45.0,59.0,59.0,61.0,59.0,47.0,61.0
666,M. Diallo,26,Senegal,62,64,KAS Eupen,ST,54.0,35.0,35.0,57.0,46.0,54.0,38.0,35.0,46.0,35.0,57.0,52.0,61.0,55.0,39.0,54.0,38.0,35.0,46.0,35.0,57.0,52.0,61.0,55.0,39.0,61.0
667,G. Cummins,29,Republic of Ireland,62,62,St. Johnstone FC,ST,56.0,49.0,49.0,58.0,53.0,56.0,50.0,49.0,53.0,49.0,58.0,58.0,61.0,58.0,51.0,56.0,50.0,49.0,53.0,49.0,58.0,58.0,61.0,58.0,51.0,61.0
